"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7"
"Gly_C0.N0",107.82114425,107.82114425,107.82114425,107.82114425,53.91057212,26.95528606,6.73882152
"Gly_C0.N1",107.82114425,107.82114425,107.82114425,107.82114425,53.91057212,26.95528606,6.73882152
"Gly_C1.N0",99.65799485,45.74742272,18.79213666,45.74742272,103.73956955,51.86978477,26.44508922
"Gly_C1.N1",99.65799485,45.74742272,18.79213666,45.74742272,103.73956955,51.86978477,26.44508922
"Gly_C2.N0",100.01115647,23.22687298,5.05119579,104.09273117,45.92400353,103.82785995,105.8024295
"Gly_C2.N1",100.01115647,23.22687298,5.05119579,104.09273117,45.92400353,103.82785995,105.8024295
"Asn_C0.N0",107.82114425,107.82114425,107.82114425,107.82114425,53.91057212,6.73882152,0.42158067
"Asn_C0.N1",107.82114425,107.82114425,107.82114425,107.82114425,53.91057212,6.73882152,0.42158067
"Asn_C0.N2",107.82114425,107.82114425,107.82114425,107.82114425,53.91057212,6.73882152,0.42158067
"Asn_C1.N0",99.65799485,45.74742272,18.79213666,45.74742272,103.73956955,12.96744619,1.65009194
"Asn_C1.N1",99.65799485,45.74742272,18.79213666,45.74742272,103.73956955,12.96744619,1.65009194
"Asn_C1.N2",99.65799485,45.74742272,18.79213666,45.74742272,103.73956955,12.96744619,1.65009194
"Asn_C2.N0",100.01115647,23.22687298,5.05119579,50.18215905,99.83457566,25.95696499,6.61285725
"Asn_C2.N1",100.01115647,23.22687298,5.05119579,50.18215905,99.83457566,25.95696499,6.61285725
"Asn_C2.N2",100.01115647,23.22687298,5.05119579,50.18215905,99.83457566,25.95696499,6.61285725
"Asn_C3.N0",99.99969737,11.60197739,1.24864432,49.99411913,100.00542692,51.91321378,26.45055374
"Asn_C3.N1",99.99969737,11.60197739,1.24864432,49.99411913,100.00542692,51.91321378,26.45055374
"Asn_C3.N2",99.99969737,11.60197739,1.24864432,49.99411913,100.00542692,51.91321378,26.45055374
"Asn_C4.N0",100.00000722,5.80129854,0.31375322,103.91073066,46.08928017,103.82644693,105.80225195
"Asn_C4.N1",100.00000722,5.80129854,0.31375322,103.91073066,46.08928017,103.82644693,105.80225195
"Asn_C4.N2",100.00000722,5.80129854,0.31375322,103.91073066,46.08928017,103.82644693,105.80225195
"Arg_C0.N0",107.82114425,107.82114425,107.82114425,107.82114425,53.91057212,6.73882152,0.42158067
"Arg_C0.N1",107.82114425,107.82114425,107.82114425,107.82114425,53.91057212,6.73882152,0.42158067
"Arg_C0.N2",107.82114425,107.82114425,107.82114425,107.82114425,53.91057212,6.73882152,0.42158067
"Arg_C0.N3",107.82114425,107.82114425,107.82114425,107.82114425,53.91057212,6.73882152,0.42158067
"Arg_C0.N4",107.82114425,107.82114425,107.82114425,107.82114425,53.91057212,6.73882152,0.42158067
"Arg_C1.N0",99.65799485,45.74742272,18.79213666,99.65799485,49.82899742,12.96744619,1.65009194
"Arg_C1.N1",99.65799485,45.74742272,18.79213666,99.65799485,49.82899742,12.96744619,1.65009194
"Arg_C1.N2",99.65799485,45.74742272,18.79213666,99.65799485,49.82899742,12.96744619,1.65009194
"Arg_C1.N3",99.65799485,45.74742272,18.79213666,99.65799485,49.82899742,12.96744619,1.65009194
"Arg_C1.N4",99.65799485,45.74742272,18.79213666,99.65799485,49.82899742,12.96744619,1.65009194
"Arg_C2.N0",100.01115647,23.22687298,5.05119579,46.10058435,103.91615036,12.47932196,1.55604558
"Arg_C2.N1",100.01115647,23.22687298,5.05119579,46.10058435,103.91615036,12.47932196,1.55604558
"Arg_C2.N2",100.01115647,23.22687298,5.05119579,46.10058435,103.91615036,12.47932196,1.55604558
"Arg_C2.N3",100.01115647,23.22687298,5.05119579,46.10058435,103.91615036,12.47932196,1.55604558
"Arg_C2.N4",100.01115647,23.22687298,5.05119579,46.10058435,103.91615036,12.47932196,1.55604558
"Arg_C3.N0",99.99969737,25.07962042,6.30545598,50.17069995,99.82884611,25.9783214,6.6169409
"Arg_C3.N1",99.99969737,25.07962042,6.30545598,50.17069995,99.82884611,25.9783214,6.6169409
"Arg_C3.N2",99.99969737,25.07962042,6.30545598,50.17069995,99.82884611,25.9783214,6.6169409
"Arg_C3.N3",99.99969737,25.07962042,6.30545598,50.17069995,99.82884611,25.9783214,6.6169409
"Arg_C3.N4",99.99969737,25.07962042,6.30545598,50.17069995,99.82884611,25.9783214,6.6169409
"Arg_C4.N0",100.00000722,11.51972638,1.19133069,49.99442898,100.00558184,24.95723089,6.23395645
"Arg_C4.N1",100.00000722,11.51972638,1.19133069,49.99442898,100.00558184,24.95723089,6.23395645
"Arg_C4.N2",100.00000722,11.51972638,1.19133069,49.99442898,100.00558184,24.95723089,6.23395645
"Arg_C4.N3",100.00000722,11.51972638,1.19133069,49.99442898,100.00558184,24.95723089,6.23395645
"Arg_C4.N4",100.00000722,11.51972638,1.19133069,49.99442898,100.00558184,24.95723089,6.23395645
"Arg_C5.N0",99.99999984,12.54282254,1.57609122,103.91072328,46.08927648,51.95668106,26.46698787
"Arg_C5.N1",99.99999984,12.54282254,1.57609122,103.91072328,46.08927648,51.95668106,26.46698787
"Arg_C5.N2",99.99999984,12.54282254,1.57609122,103.91072328,46.08927648,51.95668106,26.46698787
"Arg_C5.N3",99.99999984,12.54282254,1.57609122,103.91072328,46.08927648,51.95668106,26.46698787
"Arg_C5.N4",99.99999984,12.54282254,1.57609122,103.91072328,46.08927648,51.95668106,26.46698787
"Arg_C6.N0",100,5.7597822,0.29904635,99.82899382,50.17100619,103.825033,105.80171803
"Arg_C6.N1",100,5.7597822,0.29904635,99.82899382,50.17100619,103.825033,105.80171803
"Arg_C6.N2",100,5.7597822,0.29904635,99.82899382,50.17100619,103.825033,105.80171803
"Arg_C6.N3",100,5.7597822,0.29904635,99.82899382,50.17100619,103.825033,105.80171803
"Arg_C6.N4",100,5.7597822,0.29904635,99.82899382,50.17100619,103.825033,105.80171803
